ID,Algoritmo,Execucao,FuncaoCusto,CustoTotal,Visitados,Gerados,TamanhoCaminho
9,Profundidade,3,C1,100,95348,95373,50
9,Profundidade,3,C2,125,95348,95373,50
9,Profundidade,3,C3,125,95348,95373,50
9,Profundidade,3,C4,152,95348,95373,50
9,Largura,4,C1,36,22541,32809,18
9,Largura,4,C2,46,22541,32809,18
9,Largura,4,C3,44,22541,32809,18
9,Largura,4,C4,51,22541,32809,18
9,Profundidade,4,C1,100,42385,42413,50
9,Profundidade,4,C2,125,42385,42413,50
9,Profundidade,4,C3,125,42385,42413,50
9,Profundidade,4,C4,148,42385,42413,50
9,Largura,5,C1,36,18062,27695,18
9,Largura,5,C2,46,18062,27695,18
9,Largura,5,C3,44,18062,27695,18
9,Largura,5,C4,51,18062,27695,18
9,Profundidade,5,C1,94,86064,86091,47
9,Profundidade,5,C2,117,86064,86091,47
9,Profundidade,5,C3,118,86064,86091,47
9,Profundidade,5,C4,140,86064,86091,47
9,Largura,6,C1,36,17549,27102,18
9,Largura,6,C2,46,17549,27102,18
9,Largura,6,C3,44,17549,27102,18
9,Largura,6,C4,51,17549,27102,18
9,Profundidade,6,C1,100,34509,34546,50
9,Profundidade,6,C2,125,34509,34546,50
9,Profundidade,6,C3,125,34509,34546,50
9,Profundidade,6,C4,150,34509,34546,50
9,Largura,7,C1,36,19310,29152,18
9,Largura,7,C2,46,19310,29152,18
9,Largura,7,C3,44,19310,29152,18
9,Largura,7,C4,51,19310,29152,18
9,Profundidade,7,C1,100,26803,26834,50
9,Profundidade,7,C2,124,26803,26834,50
9,Profundidade,7,C3,126,26803,26834,50
9,Profundidade,7,C4,147,26803,26834,50
9,Largura,8,C1,36,26836,37711,18
9,Largura,8,C2,46,26836,37711,18
9,Largura,8,C3,44,26836,37711,18
9,Largura,8,C4,51,26836,37711,18
9,Profundidade,8,C1,100,19817,19853,50
9,Profundidade,8,C2,124,19817,19853,50
9,Profundidade,8,C3,126,19817,19853,50
9,Profundidade,8,C4,151,19817,19853,50
9,Largura,9,C1,36,26002,36758,18
9,Largura,9,C2,46,26002,36758,18
9,Largura,9,C3,44,26002,36758,18
9,Largura,9,C4,51,26002,36758,18
9,Profundidade,9,C1,100,34693,34725,50
9,Profundidade,9,C2,128,34693,34725,50
9,Profundidade,9,C3,122,34693,34725,50
9,Profundidade,9,C4,154,34693,34725,50
9,Largura,10,C1,36,23821,34332,18
9,Largura,10,C2,46,23821,34332,18
9,Largura,10,C3,44,23821,34332,18
9,Largura,10,C4,51,23821,34332,18
9,Profundidade,10,C1,100,61765,61789,50
9,Profundidade,10,C2,127,61765,61789,50
9,Profundidade,10,C3,123,61765,61789,50
9,Profundidade,10,C4,148,61765,61789,50
10,Largura,1,C1,34,17106,25622,17
10,Largura,1,C2,43,17106,25622,17
10,Largura,1,C3,42,17106,25622,17
10,Largura,1,C4,49,17106,25622,17
10,Profundidade,1,C1,90,10433,10461,45
10,Profundidade,1,C2,112,10433,10461,45
10,Profundidade,1,C3,113,10433,10461,45
10,Profundidade,1,C4,127,10433,10461,45
10,Largura,2,C1,34,17893,26941,17
10,Largura,2,C2,43,17893,26941,17
10,Largura,2,C3,42,17893,26941,17
10,Largura,2,C4,49,17893,26941,17
10,Profundidade,2,C1,94,44077,44107,47
10,Profundidade,2,C2,118,44077,44107,47
10,Profundidade,2,C3,117,44077,44107,47
10,Profundidade,2,C4,143,44077,44107,47
10,Largura,3,C1,34,20531,31182,17
10,Largura,3,C2,43,20531,31182,17
10,Largura,3,C3,42,20531,31182,17
10,Largura,3,C4,49,20531,31182,17
10,Profundidade,3,C1,100,22146,22172,50
10,Profundidade,3,C2,125,22146,22172,50
10,Profundidade,3,C3,125,22146,22172,50
10,Profundidade,3,C4,145,22146,22172,50
10,Largura,4,C1,34,18894,28569,17
10,Largura,4,C2,43,18894,28569,17
10,Largura,4,C3,42,18894,28569,17
10,Largura,4,C4,49,18894,28569,17
10,Profundidade,4,C1,100,36581,36614,50
10,Profundidade,4,C2,125,36581,36614,50
10,Profundidade,4,C3,125,36581,36614,50
10,Profundidade,4,C4,148,36581,36614,50
10,Largura,5,C1,34,20074,30474,17
10,Largura,5,C2,43,20074,30474,17
10,Largura,5,C3,42,20074,30474,17
10,Largura,5,C4,49,20074,30474,17
10,Profundidade,5,C1,98,3798,3834,49
10,Profundidade,5,C2,124,3798,3834,49
10,Profundidade,5,C3,121,3798,3834,49
10,Profundidade,5,C4,141,3798,3834,49
10,Largura,6,C1,34,20310,30832,17
10,Largura,6,C2,43,20310,30832,17
10,Largura,6,C3,42,20310,30832,17
10,Largura,6,C4,49,20310,30832,17
10,Profundidade,6,C1,96,52876,52909,48
10,Profundidade,6,C2,121,52876,52909,48
10,Profundidade,6,C3,119,52876,52909,48
10,Profundidade,6,C4,141,52876,52909,48
10,Largura,7,C1,34,16760,25044,17
10,Largura,7,C2,43,16760,25044,17
10,Largura,7,C3,42,16760,25044,17
10,Largura,7,C4,49,16760,25044,17
10,Profundidade,7,C1,98,29622,29652,49
10,Profundidade,7,C2,122,29622,29652,49
10,Profundidade,7,C3,123,29622,29652,49
10,Profundidade,7,C4,143,29622,29652,49
10,Largura,8,C1,34,19113,28927,17
10,Largura,8,C2,43,19113,28927,17
10,Largura,8,C3,42,19113,28927,17
10,Largura,8,C4,49,19113,28927,17
10,Profundidade,8,C1,98,16934,16965,49
10,Profundidade,8,C2,121,16934,16965,49
10,Profundidade,8,C3,124,16934,16965,49
10,Profundidade,8,C4,143,16934,16965,49
10,Largura,9,C1,34,19567,29671,17
10,Largura,9,C2,43,19567,29671,17
10,Largura,9,C3,42,19567,29671,17
10,Largura,9,C4,49,19567,29671,17
10,Profundidade,9,C1,90,57276,57306,45
10,Profundidade,9,C2,112,57276,57306,45
10,Profundidade,9,C3,113,57276,57306,45
10,Profundidade,9,C4,133,57276,57306,45
10,Largura,10,C1,34,20532,31182,17
10,Largura,10,C2,43,20532,31182,17
10,Largura,10,C3,42,20532,31182,17
10,Largura,10,C4,49,20532,31182,17
10,Profundidade,10,C1,86,36660,36693,43
10,Profundidade,10,C2,109,36660,36693,43
10,Profundidade,10,C3,106,36660,36693,43
10,Profundidade,10,C4,128,36660,36693,43
11,Largura,1,C1,44,97198,119336,22
11,Largura,1,C2,55,97198,119336,22
11,Largura,1,C3,55,97198,119336,22
11,Largura,1,C4,66,97198,119336,22
11,Profundidade,1,C1,100,21745,21782,50
11,Profundidade,1,C2,125,21745,21782,50
11,Profundidade,1,C3,125,21745,21782,50
11,Profundidade,1,C4,140,21745,21782,50
11,Largura,2,C1,44,95322,117925,22
11,Largura,2,C2,55,95322,117925,22
11,Largura,2,C3,55,95322,117925,22
11,Largura,2,C4,65,95322,117925,22
11,Profundidade,2,C1,100,27394,27433,50
11,Profundidade,2,C2,125,27394,27433,50
11,Profundidade,2,C3,125,27394,27433,50
11,Profundidade,2,C4,146,27394,27433,50
11,Largura,3,C1,44,90465,114019,22
11,Largura,3,C2,55,90465,114019,22
11,Largura,3,C3,55,90465,114019,22
11,Largura,3,C4,65,90465,114019,22
11,Profundidade,3,C1,100,6621,6657,50
11,Profundidade,3,C2,125,6621,6657,50
11,Profundidade,3,C3,125,6621,6657,50
11,Profundidade,3,C4,148,6621,6657,50
11,Largura,4,C1,44,85647,110092,22
11,Largura,4,C2,55,85647,110092,22
11,Largura,4,C3,55,85647,110092,22
11,Largura,4,C4,65,85647,110092,22
11,Profundidade,4,C1,96,97604,97624,48
11,Profundidade,4,C2,121,97604,97624,48
11,Profundidade,4,C3,119,97604,97624,48
11,Profundidade,4,C4,140,97604,97624,48
11,Largura,5,C1,44,90398,113907,22
11,Largura,5,C2,55,90398,113907,22
11,Largura,5,C3,55,90398,113907,22
11,Largura,5,C4,66,90398,113907,22
11,Profundidade,5,C1,100,85012,85039,50
11,Profundidade,5,C2,125,85012,85039,50
11,Profundidade,5,C3,125,85012,85039,50
11,Profundidade,5,C4,144,85012,85039,50
11,Largura,6,C1,44,88408,112373,22
11,Largura,6,C2,55,88408,112373,22
11,Largura,6,C3,55,88408,112373,22
11,Largura,6,C4,65,88408,112373,22
11,Profundidade,6,C1,98,40697,40729,49
11,Profundidade,6,C2,122,40697,40729,49
11,Profundidade,6,C3,123,40697,40729,49
11,Profundidade,6,C4,140,40697,40729,49
11,Largura,7,C1,44,86197,110525,22
11,Largura,7,C2,55,86197,110525,22
11,Largura,7,C3,55,86197,110525,22
11,Largura,7,C4,65,86197,110525,22
11,Profundidade,7,C1,100,21507,21531,50
11,Profundidade,7,C2,123,21507,21531,50
11,Profundidade,7,C3,127,21507,21531,50
11,Profundidade,7,C4,143,21507,21531,50
11,Largura,8,C1,44,86333,110631,22
11,Largura,8,C2,55,86333,110631,22
11,Largura,8,C3,55,86333,110631,22
11,Largura,8,C4,65,86333,110631,22
11,Profundidade,8,C1,100,51344,51367,50
11,Profundidade,8,C2,125,51344,51367,50
11,Profundidade,8,C3,125,51344,51367,50
11,Profundidade,8,C4,137,51344,51367,50
11,Largura,9,C1,44,87462,111564,22
11,Largura,9,C2,55,87462,111564,22
11,Largura,9,C3,55,87462,111564,22
11,Largura,9,C4,64,87462,111564,22
11,Profundidade,9,C1,94,28665,28696,47
11,Profundidade,9,C2,116,28665,28696,47
11,Profundidade,9,C3,119,28665,28696,47
11,Profundidade,9,C4,137,28665,28696,47
11,Largura,10,C1,44,95624,118231,22
11,Largura,10,C2,55,95624,118231,22
11,Largura,10,C3,55,95624,118231,22
11,Largura,10,C4,65,95624,118231,22
11,Profundidade,10,C1,100,10189,10226,50
11,Profundidade,10,C2,124,10189,10226,50
11,Profundidade,10,C3,126,10189,10226,50
11,Profundidade,10,C4,146,10189,10226,50
12,Largura,1,C1,26,2621,4297,13
12,Largura,1,C2,33,2621,4297,13
12,Largura,1,C3,32,2621,4297,13
12,Largura,1,C4,38,2621,4297,13
12,Profundidade,1,C1,98,22474,22509,49
12,Profundidade,1,C2,123,22474,22509,49
12,Profundidade,1,C3,122,22474,22509,49
12,Profundidade,1,C4,148,22474,22509,49
12,Largura,2,C1,26,2504,4081,13
12,Largura,2,C2,33,2504,4081,13
12,Largura,2,C3,32,2504,4081,13
12,Largura,2,C4,38,2504,4081,13
12,Profundidade,2,C1,78,88009,88030,39
12,Profundidade,2,C2,97,88009,88030,39
12,Profundidade,2,C3,98,88009,88030,39
12,Profundidade,2,C4,113,88009,88030,39
12,Largura,3,C1,26,2192,3509,13
12,Largura,3,C2,33,2192,3509,13
12,Largura,3,C3,32,2192,3509,13
12,Largura,3,C4,38,2192,3509,13
12,Profundidade,3,C1,100,4208,4242,50
12,Profundidade,3,C2,124,4208,4242,50
12,Profundidade,3,C3,126,4208,4242,50
12,Profundidade,3,C4,145,4208,4242,50
12,Largura,4,C1,26,2536,4140,13
12,Largura,4,C2,33,2536,4140,13
12,Largura,4,C3,32,2536,4140,13
12,Largura,4,C4,38,2536,4140,13
12,Profundidade,4,C1,90,101903,101925,45
12,Profundidade,4,C2,112,101903,101925,45
12,Profundidade,4,C3,113,101903,101925,45
12,Profundidade,4,C4,125,101903,101925,45
12,Largura,5,C1,26,2422,3928,13
12,Largura,5,C2,33,2422,3928,13
12,Largura,5,C3,32,2422,3928,13
12,Largura,5,C4,38,2422,3928,13
12,Profundidade,5,C1,98,34414,34445,49
12,Profundidade,5,C2,121,34414,34445,49
12,Profundidade,5,C3,124,34414,34445,49
12,Profundidade,5,C4,150,34414,34445,49
12,Largura,6,C1,26,2088,3316,13
12,Largura,6,C2,33,2088,3316,13
12,Largura,6,C3,32,2088,3316,13
12,Largura,6,C4,38,2088,3316,13
12,Profundidade,6,C1,96,24192,24224,48
12,Profundidade,6,C2,120,24192,24224,48
12,Profundidade,6,C3,120,24192,24224,48
12,Profundidade,6,C4,143,24192,24224,48
12,Largura,7,C1,26,2687,4422,13
12,Largura,7,C2,33,2687,4422,13
12,Largura,7,C3,32,2687,4422,13
12,Largura,7,C4,38,2687,4422,13
12,Profundidade,7,C1,96,45450,45476,48
12,Profundidade,7,C2,120,45450,45476,48
12,Profundidade,7,C3,120,45450,45476,48
12,Profundidade,7,C4,140,45450,45476,48
12,Largura,8,C1,26,2093,3317,13
12,Largura,8,C2,33,2093,3317,13
12,Largura,8,C3,32,2093,3317,13
12,Largura,8,C4,38,2093,3317,13
12,Profundidade,8,C1,98,13152,13187,49
12,Profundidade,8,C2,121,13152,13187,49
12,Profundidade,8,C3,124,13152,13187,49
12,Profundidade,8,C4,142,13152,13187,49
12,Largura,9,C1,26,2440,3962,13
12,Largura,9,C2,33,2440,3962,13
12,Largura,9,C3,32,2440,3962,13
12,Largura,9,C4,38,2440,3962,13
12,Profundidade,9,C1,100,17315,17347,50
12,Profundidade,9,C2,124,17315,17347,50
12,Profundidade,9,C3,126,17315,17347,50
12,Profundidade,9,C4,143,17315,17347,50
12,Largura,10,C1,26,2191,3507,13
12,Largura,10,C2,33,2191,3507,13
12,Largura,10,C3,32,2191,3507,13
12,Largura,10,C4,38,2191,3507,13
12,Profundidade,10,C1,100,16122,16153,50
12,Profundidade,10,C2,125,16122,16153,50
12,Profundidade,10,C3,125,16122,16153,50
12,Profundidade,10,C4,153,16122,16153,50
13,Largura,1,C1,30,7111,11466,15
13,Largura,1,C2,39,7111,11466,15
13,Largura,1,C3,36,7111,11466,15
13,Largura,1,C4,46,7111,11466,15
13,Profundidade,1,C1,100,22002,22035,50
13,Profundidade,1,C2,125,22002,22035,50
13,Profundidade,1,C3,125,22002,22035,50
13,Profundidade,1,C4,147,22002,22035,50
13,Largura,2,C1,30,7068,11392,15
13,Largura,2,C2,39,7068,11392,15
13,Largura,2,C3,36,7068,11392,15
13,Largura,2,C4,46,7068,11392,15
13,Profundidade,2,C1,98,69553,69576,49
13,Profundidade,2,C2,123,69553,69576,49
13,Profundidade,2,C3,122,69553,69576,49
13,Profundidade,2,C4,137,69553,69576,49
13,Largura,3,C1,30,7123,11489,15
13,Largura,3,C2,39,7123,11489,15
13,Largura,3,C3,36,7123,11489,15
13,Largura,3,C4,46,7123,11489,15
13,Profundidade,3,C1,100,27356,27391,50
13,Profundidade,3,C2,126,27356,27391,50
13,Profundidade,3,C3,124,27356,27391,50
13,Profundidade,3,C4,155,27356,27391,50
13,Largura,4,C1,30,5028,7761,15
13,Largura,4,C2,39,5028,7761,15
13,Largura,4,C3,36,5028,7761,15
13,Largura,4,C4,46,5028,7761,15
13,Profundidade,4,C1,96,97483,97506,48
13,Profundidade,4,C2,122,97483,97506,48
13,Profundidade,4,C3,118,97483,97506,48
13,Profundidade,4,C4,140,97483,97506,48
13,Largura,5,C1,30,7218,11656,15
13,Largura,5,C2,39,7218,11656,15
13,Largura,5,C3,36,7218,11656,15
13,Largura,5,C4,46,7218,11656,15
13,Profundidade,5,C1,98,886,923,49
13,Profundidade,5,C2,126,886,923,49
13,Profundidade,5,C3,119,886,923,49
13,Profundidade,5,C4,147,886,923,49
13,Largura,6,C1,30,6901,11100,15
13,Largura,6,C2,39,6901,11100,15
13,Largura,6,C3,36,6901,11100,15
13,Largura,6,C4,46,6901,11100,15
13,Profundidade,6,C1,92,65413,65438,46
13,Profundidade,6,C2,114,65413,65438,46
13,Profundidade,6,C3,116,65413,65438,46
13,Profundidade,6,C4,133,65413,65438,46
13,Largura,7,C1,30,6306,10053,15
13,Largura,7,C2,39,6306,10053,15
13,Largura,7,C3,36,6306,10053,15
13,Largura,7,C4,46,6306,10053,15
13,Profundidade,7,C1,90,89330,89358,45
13,Profundidade,7,C2,111,89330,89358,45
13,Profundidade,7,C3,114,89330,89358,45
13,Profundidade,7,C4,136,89330,89358,45
13,Largura,8,C1,30,6307,10054,15
13,Largura,8,C2,39,6307,10054,15
13,Largura,8,C3,36,6307,10054,15
13,Largura,8,C4,46,6307,10054,15
13,Profundidade,8,C1,100,6747,6785,50
13,Profundidade,8,C2,126,6747,6785,50
13,Profundidade,8,C3,124,6747,6785,50
13,Profundidade,8,C4,154,6747,6785,50
13,Largura,9,C1,30,7103,11453,15
13,Largura,9,C2,39,7103,11453,15
13,Largura,9,C3,36,7103,11453,15
13,Largura,9,C4,46,7103,11453,15
13,Profundidade,9,C1,96,43156,43182,48
13,Profundidade,9,C2,119,43156,43182,48
13,Profundidade,9,C3,121,43156,43182,48
13,Profundidade,9,C4,138,43156,43182,48
13,Largura,10,C1,30,7192,11610,15
13,Largura,10,C2,39,7192,11610,15
13,Largura,10,C3,36,7192,11610,15
13,Largura,10,C4,46,7192,11610,15
13,Profundidade,10,C1,64,58338,58360,32
13,Profundidade,10,C2,78,58338,58360,32
13,Profundidade,10,C3,82,58338,58360,32
13,Profundidade,10,C4,95,58338,58360,32
14,Largura,1,C1,38,32125,46177,19
14,Largura,1,C2,48,32125,46177,19
14,Largura,1,C3,47,32125,46177,19
14,Largura,1,C4,55,32125,46177,19
14,Profundidade,1,C1,98,1670,1706,49
14,Profundidade,1,C2,124,1670,1706,49
14,Profundidade,1,C3,121,1670,1706,49
14,Profundidade,1,C4,145,1670,1706,49
14,Largura,2,C1,38,34757,50244,19
14,Largura,2,C2,48,34757,50244,19
14,Largura,2,C3,47,34757,50244,19
14,Largura,2,C4,55,34757,50244,19
14,Profundidade,2,C1,100,61647,61681,50
14,Profundidade,2,C2,126,61647,61681,50
14,Profundidade,2,C3,124,61647,61681,50
14,Profundidade,2,C4,152,61647,61681,50
14,Largura,3,C1,38,36589,52983,19
14,Largura,3,C2,48,36589,52983,19
14,Largura,3,C3,47,36589,52983,19
14,Largura,3,C4,55,36589,52983,19
14,Profundidade,3,C1,100,85033,85059,50
14,Profundidade,3,C2,122,85033,85059,50
14,Profundidade,3,C3,128,85033,85059,50
14,Profundidade,3,C4,140,85033,85059,50
14,Largura,4,C1,38,33758,48768,19
14,Largura,4,C2,48,33758,48768,19
14,Largura,4,C3,47,33758,48768,19
14,Largura,4,C4,55,33758,48768,19
14,Profundidade,4,C1,100,2835,2867,50
14,Profundidade,4,C2,126,2835,2867,50
14,Profundidade,4,C3,124,2835,2867,50
14,Profundidade,4,C4,145,2835,2867,50
14,Largura,5,C1,38,37353,54099,19
14,Largura,5,C2,48,37353,54099,19
14,Largura,5,C3,47,37353,54099,19
14,Largura,5,C4,55,37353,54099,19
14,Profundidade,5,C1,96,78535,78559,48
14,Profundidade,5,C2,120,78535,78559,48
14,Profundidade,5,C3,120,78535,78559,48
14,Profundidade,5,C4,142,78535,78559,48
14,Largura,6,C1,38,29114,41424,19
14,Largura,6,C2,48,29114,41424,19
14,Largura,6,C3,47,29114,41424,19
14,Largura,6,C4,55,29114,41424,19
14,Profundidade,6,C1,100,28102,28134,50
14,Profundidade,6,C2,126,28102,28134,50
14,Profundidade,6,C3,124,28102,28134,50
14,Profundidade,6,C4,149,28102,28134,50
14,Largura,7,C1,38,32001,45987,19
14,Largura,7,C2,48,32001,45987,19
14,Largura,7,C3,47,32001,45987,19
14,Largura,7,C4,55,32001,45987,19
14,Profundidade,7,C1,100,57982,58007,50
14,Profundidade,7,C2,128,57982,58007,50
14,Profundidade,7,C3,122,57982,58007,50
14,Profundidade,7,C4,149,57982,58007,50
14,Largura,8,C1,38,37332,54092,19
14,Largura,8,C2,48,37332,54092,19
14,Largura,8,C3,47,37332,54092,19
14,Largura,8,C4,55,37332,54092,19
14,Profundidade,8,C1,100,17549,17582,50
14,Profundidade,8,C2,125,17549,17582,50
14,Profundidade,8,C3,125,17549,17582,50
14,Profundidade,8,C4,145,17549,17582,50
14,Largura,9,C1,38,32208,46312,19
14,Largura,9,C2,48,32208,46312,19
14,Largura,9,C3,47,32208,46312,19
14,Largura,9,C4,55,32208,46312,19
14,Profundidade,9,C1,100,12379,12411,50
14,Profundidade,9,C2,124,12379,12411,50
14,Profundidade,9,C3,126,12379,12411,50
14,Profundidade,9,C4,145,12379,12411,50
14,Largura,10,C1,38,27733,39145,19
14,Largura,10,C2,48,27733,39145,19
14,Largura,10,C3,47,27733,39145,19
14,Largura,10,C4,55,27733,39145,19
14,Profundidade,10,C1,100,63188,63212,50
14,Profundidade,10,C2,126,63188,63212,50
14,Profundidade,10,C3,124,63188,63212,50
14,Profundidade,10,C4,144,63188,63212,50
15,Largura,1,C1,34,15746,23304,17
15,Largura,1,C2,43,15746,23304,17
15,Largura,1,C3,42,15746,23304,17
15,Largura,1,C4,49,15746,23304,17
15,Profundidade,1,C1,92,32326,32355,46
15,Profundidade,1,C2,117,32326,32355,46
15,Profundidade,1,C3,113,32326,32355,46
15,Profundidade,1,C4,137,32326,32355,46
15,Largura,2,C1,34,14913,21869,17
15,Largura,2,C2,41,14913,21869,17
15,Largura,2,C3,44,14913,21869,17
15,Largura,2,C4,48,14913,21869,17
15,Profundidade,2,C1,92,21425,21451,46
15,Profundidade,2,C2,113,21425,21451,46
15,Profundidade,2,C3,117,21425,21451,46
15,Profundidade,2,C4,132,21425,21451,46
15,Largura,3,C1,34,15738,23291,17
15,Largura,3,C2,41,15738,23291,17
15,Largura,3,C3,44,15738,23291,17
15,Largura,3,C4,48,15738,23291,17
15,Profundidade,3,C1,96,9832,9858,48
15,Profundidade,3,C2,119,9832,9858,48
15,Profundidade,3,C3,121,9832,9858,48
15,Profundidade,3,C4,134,9832,9858,48
15,Largura,4,C1,34,16633,24830,17
15,Largura,4,C2,41,16633,24830,17
15,Largura,4,C3,44,16633,24830,17
15,Largura,4,C4,48,16633,24830,17
15,Profundidade,4,C1,94,30179,30215,47
15,Profundidade,4,C2,119,30179,30215,47
15,Profundidade,4,C3,116,30179,30215,47
15,Profundidade,4,C4,142,30179,30215,47
15,Largura,5,C1,34,20801,31616,17
15,Largura,5,C2,41,20801,31616,17
15,Largura,5,C3,44,20801,31616,17
15,Largura,5,C4,48,20801,31616,17
15,Profundidade,5,C1,94,60280,60308,47
15,Profundidade,5,C2,117,60280,60308,47
15,Profundidade,5,C3,118,60280,60308,47
15,Profundidade,5,C4,134,60280,60308,47
15,Largura,6,C1,34,19386,29365,17
15,Largura,6,C2,43,19386,29365,17
15,Largura,6,C3,42,19386,29365,17
15,Largura,6,C4,49,19386,29365,17
15,Profundidade,6,C1,94,43077,43107,47
15,Profundidade,6,C2,117,43077,43107,47
15,Profundidade,6,C3,118,43077,43107,47
15,Profundidade,6,C4,140,43077,43107,47
15,Largura,7,C1,34,18347,27672,17
15,Largura,7,C2,41,18347,27672,17
15,Largura,7,C3,44,18347,27672,17
15,Largura,7,C4,47,18347,27672,17
15,Profundidade,7,C1,100,70157,70188,50
15,Profundidade,7,C2,121,70157,70188,50
15,Profundidade,7,C3,129,70157,70188,50
15,Profundidade,7,C4,142,70157,70188,50
15,Largura,8,C1,34,17551,26358,17
15,Largura,8,C2,43,17551,26358,17
15,Largura,8,C3,42,17551,26358,17
15,Largura,8,C4,49,17551,26358,17
15,Profundidade,8,C1,100,19548,19577,50
15,Profundidade,8,C2,127,19548,19577,50
15,Profundidade,8,C3,123,19548,19577,50
15,Profundidade,8,C4,147,19548,19577,50
15,Largura,9,C1,34,15958,23657,17
15,Largura,9,C2,43,15958,23657,17
15,Largura,9,C3,42,15958,23657,17
15,Largura,9,C4,49,15958,23657,17
15,Profundidade,9,C1,100,835,869,50
15,Profundidade,9,C2,125,835,869,50
15,Profundidade,9,C3,125,835,869,50
15,Profundidade,9,C4,143,835,869,50
15,Largura,10,C1,34,18666,28183,17
15,Largura,10,C2,41,18666,28183,17
15,Largura,10,C3,44,18666,28183,17
15,Largura,10,C4,47,18666,28183,17
15,Profundidade,10,C1,94,47370,47399,47
15,Profundidade,10,C2,119,47370,47399,47
15,Profundidade,10,C3,116,47370,47399,47
15,Profundidade,10,C4,137,47370,47399,47
